,birth_year,credit_score,yearly_income,income_type,employment_type,houseown_type,desired_amount,purpose,existing_loan_cnt,existing_loan_amt,gender,time,cluster,count,kmeans_minmax
37821,40,980.0,145000000.0,EARNEDINCOME,정규직,자가,100000000.0,생활비,9.0,262000000.0,1.0,17,0,1,3
37824,50,660.0,60000000.0,OTHERINCOME,기타,전월세,3000000.0,생활비,7.0,60000000.0,0.0,1617,0,6,2
37825,40,600.0,22000000.0,EARNEDINCOME,정규직,자가,10000000.0,생활비,3.0,48000000.0,0.0,380,0,1,1
37827,30,730.0,30000000.0,EARNEDINCOME,정규직,기타가족소유,3000000.0,생활비,3.0,15000000.0,1.0,82,0,2,3
37830,30,920.0,40000000.0,PRIVATEBUSINESS,정규직,전월세,3000000.0,생활비,1.0,63000000.0,1.0,896,0,3,3
37837,50,870.0,34000000.0,EARNEDINCOME,계약직,기타가족소유,30000000.0,생활비,3.0,26000000.0,0.0,14,0,1,1
37843,40,600.0,22000000.0,EARNEDINCOME,정규직,전월세,50000000.0,대환대출,4.0,56000000.0,0.0,275,0,1,1
37844,50,760.0,20000000.0,EARNEDINCOME,정규직,자가,27000000.0,생활비,4.0,54000000.0,0.0,1658,0,4,1
37855,40,720.0,82000000.0,EARNEDINCOME,정규직,자가,70000000.0,대환대출,7.0,1063000000.0,1.0,659,0,1,0
37856,20,830.0,3000000.0,EARNEDINCOME2,정규직,전월세,16000000.0,전월세보증금,1.0,13000000.0,0.0,1394,0,4,1
37861,30,650.0,32000000.0,EARNEDINCOME2,정규직,전월세,6000000.0,생활비,3.0,23000000.0,1.0,586,0,1,3
37870,40,620.0,90000000.0,OTHERINCOME,기타,자가,20000000.0,대환대출,5.0,324000000.0,0.0,535,0,1,2
37875,30,630.0,20000000.0,PRACTITIONER,정규직,전월세,10000000.0,대환대출,4.0,59000000.0,0.0,529,0,1,1
37877,40,550.0,25000000.0,EARNEDINCOME,정규직,기타가족소유,3000000.0,생활비,8.0,46000000.0,0.0,393,0,1,1
37878,40,650.0,88000000.0,PRIVATEBUSINESS,기타,전월세,10000000.0,기타,4.0,25000000.0,1.0,945,0,3,2
37889,40,980.0,24000000.0,EARNEDINCOME,정규직,자가,100000000.0,생활비,1.0,18000000.0,1.0,326,0,1,3
37895,40,810.0,73000000.0,EARNEDINCOME,정규직,전월세,15000000.0,대환대출,10.0,127000000.0,1.0,996,0,4,0
37901,20,900.0,30000000.0,EARNEDINCOME,정규직,기타가족소유,80000000.0,주택구입,1.0,16000000.0,0.0,1031,0,2,1
37908,30,940.0,93000000.0,FREELANCER,기타,자가,30000000.0,사업자금,3.0,53000000.0,1.0,314,0,2,2
37911,30,740.0,27000000.0,EARNEDINCOME,정규직,전월세,30000000.0,생활비,1.0,18000000.0,1.0,169,0,1,3
37918,40,600.0,40000000.0,OTHERINCOME,기타,전월세,7000000.0,생활비,1.0,18000000.0,1.0,576,0,5,2
37922,30,930.0,50000000.0,EARNEDINCOME,정규직,자가,35000000.0,생활비,1.0,112000000.0,0.0,308,0,1,1
37924,30,740.0,49000000.0,EARNEDINCOME,정규직,전월세,38000000.0,대환대출,6.0,38000000.0,1.0,182,0,1,0
37925,30,640.0,35000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,3.0,67000000.0,1.0,879,0,4,3
37926,50,670.0,100000000.0,EARNEDINCOME,정규직,자가,5000000.0,대환대출,12.0,432000000.0,1.0,958,0,9,0
37933,40,720.0,20000000.0,OTHERINCOME,기타,자가,10000000.0,생활비,4.0,141000000.0,0.0,328,0,1,2
37934,20,710.0,1000000.0,OTHERINCOME,기타,기타가족소유,1000000.0,생활비,1.0,0.0,1.0,1978,0,3,2
37935,30,670.0,63000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,대환대출,9.0,109000000.0,1.0,393,0,4,0
37941,40,780.0,4000000.0,EARNEDINCOME,계약직,자가,50000000.0,투자,1.0,18000000.0,0.0,571,0,4,1
37945,50,520.0,28000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,기타,3.0,36000000.0,0.0,878,0,2,1
37953,20,600.0,15000000.0,EARNEDINCOME,계약직,전월세,9000000.0,생활비,2.0,6000000.0,1.0,1903,0,3,3
37962,30,620.0,41000000.0,EARNEDINCOME,정규직,기타가족소유,6000000.0,생활비,5.0,40000000.0,1.0,1328,0,2,3
37963,40,680.0,57000000.0,EARNEDINCOME,정규직,자가,100000000.0,대환대출,8.0,110000000.0,1.0,1464,0,7,0
37973,40,540.0,30000000.0,EARNEDINCOME,정규직,기타가족소유,5000000.0,생활비,4.0,31000000.0,0.0,924,0,2,1
37983,40,690.0,30000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,대환대출,6.0,459000000.0,1.0,1036,0,5,0
37984,20,600.0,24000000.0,EARNEDINCOME,정규직,전월세,20000000.0,생활비,2.0,9000000.0,1.0,238,0,2,3
37987,40,570.0,36000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,5.0,55000000.0,1.0,369,0,3,3
37997,40,840.0,100000000.0,PRIVATEBUSINESS,기타,자가,300000000.0,생활비,4.0,136000000.0,1.0,32,0,1,2
38002,40,900.0,34000000.0,EARNEDINCOME,정규직,전월세,11000000.0,대환대출,1.0,9000000.0,1.0,192,0,1,0
38004,30,860.0,0.0,OTHERINCOME,기타,기타가족소유,30000000.0,생활비,1.0,18000000.0,0.0,48,0,1,2
38022,40,710.0,36000000.0,EARNEDINCOME,정규직,전월세,25000000.0,대환대출,3.0,43000000.0,1.0,708,0,8,0
38032,30,970.0,480000000.0,EARNEDINCOME2,정규직,기타가족소유,400000000.0,주택구입,7.0,320000000.0,1.0,127,0,2,0
38039,20,600.0,20000000.0,EARNEDINCOME,계약직,전월세,12000000.0,대환대출,3.0,7000000.0,0.0,2597,0,5,1
38042,30,710.0,16000000.0,EARNEDINCOME,정규직,전월세,5000000.0,생활비,1.0,18000000.0,0.0,438,0,1,1
38043,30,900.0,43000000.0,EARNEDINCOME,정규직,전월세,25000000.0,주택구입,3.0,140000000.0,1.0,793,0,1,0
38062,40,960.0,80000000.0,EARNEDINCOME,정규직,전월세,65000000.0,대환대출,4.0,160000000.0,1.0,831,0,5,0
38072,40,930.0,89000000.0,EARNEDINCOME,정규직,자가,40000000.0,사업자금,4.0,269000000.0,1.0,538,0,2,0
38077,50,970.0,28000000.0,EARNEDINCOME,정규직,자가,400000000.0,전월세보증금,1.0,2000000.0,0.0,448,0,1,1
38092,30,970.0,22000000.0,EARNEDINCOME,기타,자가,160000000.0,주택구입,1.0,18000000.0,1.0,1118,0,1,0
38099,20,810.0,26000000.0,EARNEDINCOME,정규직,전월세,12000000.0,생활비,1.0,18000000.0,0.0,1344,0,3,1
38104,40,550.0,36000000.0,EARNEDINCOME,정규직,전월세,50000000.0,대환대출,3.0,44000000.0,1.0,136,0,1,0
38118,30,650.0,27000000.0,EARNEDINCOME,정규직,전월세,3000000.0,생활비,2.0,9000000.0,1.0,1038,0,3,3
38121,40,930.0,48000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,4.0,193000000.0,1.0,293,0,1,3
38122,50,750.0,38000000.0,EARNEDINCOME,정규직,전월세,17000000.0,대환대출,3.0,43000000.0,0.0,336,0,2,1
38123,40,680.0,38000000.0,EARNEDINCOME,정규직,자가,10000000.0,생활비,7.0,81000000.0,1.0,2079,0,12,3
38133,40,1000.0,95000000.0,EARNEDINCOME,정규직,전월세,210000000.0,전월세보증금,2.0,156000000.0,1.0,880,0,2,0
38137,40,880.0,30000000.0,OTHERINCOME,기타,자가,20000000.0,생활비,2.0,179000000.0,0.0,200,0,1,2
38139,30,550.0,40000000.0,EARNEDINCOME2,정규직,전월세,2000000.0,생활비,13.0,59000000.0,0.0,694,0,5,1
38140,40,660.0,60000000.0,PRIVATEBUSINESS,계약직,전월세,130000000.0,주택구입,1.0,18000000.0,1.0,755,0,1,0
38146,50,660.0,75000000.0,EARNEDINCOME,정규직,자가,60000000.0,대환대출,3.0,33000000.0,1.0,302,0,3,0
38151,30,640.0,51000000.0,EARNEDINCOME,정규직,전월세,100000000.0,대환대출,3.0,43000000.0,1.0,567,0,1,0
38153,30,940.0,45000000.0,PRACTITIONER,정규직,기타가족소유,30000000.0,전월세보증금,2.0,39000000.0,1.0,315,0,1,0
38155,30,960.0,30000000.0,EARNEDINCOME,정규직,전월세,30000000.0,생활비,2.0,25000000.0,0.0,799,0,2,1
38162,20,720.0,10000000.0,OTHERINCOME,기타,전월세,10000000.0,대환대출,3.0,17000000.0,1.0,2201,0,7,2
38165,30,640.0,41000000.0,EARNEDINCOME,정규직,기타가족소유,35000000.0,대환대출,3.0,80000000.0,1.0,414,0,10,0
38166,40,610.0,2000000.0,EARNEDINCOME,정규직,전월세,5000000.0,생활비,3.0,51000000.0,0.0,279,0,1,1
38167,40,670.0,0.0,EARNEDINCOME2,정규직,자가,30000000.0,대환대출,1.0,27000000.0,0.0,2989,0,11,1
38173,40,600.0,70000000.0,PRIVATEBUSINESS,정규직,전월세,50000000.0,사업자금,6.0,113000000.0,1.0,276,0,2,0
38177,20,840.0,40000000.0,EARNEDINCOME,정규직,자가,2000000.0,생활비,1.0,18000000.0,1.0,431,0,1,3
38179,30,620.0,120000000.0,EARNEDINCOME,정규직,자가,3000000.0,생활비,3.0,145000000.0,1.0,2922,0,2,3
38181,40,630.0,15000000.0,OTHERINCOME,기타,자가,5000000.0,생활비,11.0,20000000.0,0.0,1049,0,1,2
38184,40,970.0,80000000.0,EARNEDINCOME,정규직,자가,300000000.0,주택구입,3.0,489000000.0,0.0,234,0,1,1
38186,20,590.0,26000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,대환대출,6.0,57000000.0,1.0,1773,0,8,0
38191,40,990.0,68000000.0,EARNEDINCOME,정규직,자가,300000000.0,주택구입,1.0,0.0,1.0,453,0,1,0
38193,50,680.0,30000000.0,OTHERINCOME,기타,전월세,10000000.0,생활비,13.0,52000000.0,0.0,1026,0,1,2
38202,20,720.0,55000000.0,FREELANCER,기타,전월세,20000000.0,전월세보증금,4.0,9000000.0,1.0,870,0,5,2
38204,40,900.0,80000000.0,EARNEDINCOME,정규직,전월세,70000000.0,대환대출,1.0,50000000.0,1.0,302,0,1,0
38208,30,650.0,31000000.0,EARNEDINCOME,계약직,전월세,20000000.0,생활비,1.0,18000000.0,0.0,1309,0,4,1
38215,40,900.0,45000000.0,EARNEDINCOME,계약직,기타가족소유,50000000.0,생활비,3.0,29000000.0,0.0,1002,0,3,1
38217,20,680.0,24000000.0,EARNEDINCOME,정규직,전월세,50000000.0,생활비,4.0,32000000.0,1.0,84,0,2,3
38226,30,620.0,6000000.0,OTHERINCOME,기타,전월세,2000000.0,생활비,3.0,164000000.0,0.0,277,0,1,2
38231,20,620.0,17000000.0,FREELANCER,기타,기타가족소유,3000000.0,생활비,1.0,3000000.0,1.0,314,0,4,2
38236,20,640.0,15000000.0,EARNEDINCOME2,일용직,기타가족소유,10000000.0,생활비,11.0,11000000.0,1.0,850,0,2,3
38237,30,970.0,52000000.0,EARNEDINCOME,정규직,기타가족소유,200000000.0,전월세보증금,1.0,24000000.0,1.0,474,0,2,0
38239,30,620.0,28000000.0,PRACTITIONER,정규직,기타가족소유,20000000.0,대환대출,2.0,25000000.0,0.0,2124,0,2,1
38242,40,720.0,60000000.0,PRIVATEBUSINESS,정규직,기타가족소유,20000000.0,대환대출,5.0,49000000.0,1.0,372,0,1,0
38245,30,560.0,26000000.0,EARNEDINCOME,정규직,기타가족소유,50000000.0,생활비,3.0,36000000.0,1.0,122,0,1,3
38251,40,790.0,87000000.0,EARNEDINCOME,정규직,자가,84000000.0,대환대출,3.0,104000000.0,1.0,2424,0,2,0
38261,20,650.0,24000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,대환대출,1.0,30000000.0,0.0,335,0,1,1
38263,20,870.0,28000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,대환대출,4.0,65000000.0,1.0,388,0,2,0
38274,50,590.0,36000000.0,EARNEDINCOME,정규직,전월세,1000000.0,생활비,5.0,94000000.0,0.0,952,0,1,1
38275,40,640.0,70000000.0,PRIVATEBUSINESS,기타,자가,700000000.0,대환대출,7.0,216000000.0,0.0,480,0,1,2
38276,40,890.0,32000000.0,EARNEDINCOME,정규직,자가,50000000.0,대환대출,5.0,447000000.0,1.0,1103,0,1,0
38278,30,850.0,49000000.0,PRACTITIONER,정규직,전월세,100000000.0,전월세보증금,1.0,18000000.0,1.0,513,0,1,0
38279,40,820.0,46000000.0,EARNEDINCOME,정규직,전월세,100000000.0,대환대출,5.0,126000000.0,1.0,815,0,2,0
38281,50,650.0,80000000.0,PRIVATEBUSINESS,기타,자가,50000000.0,투자,2.0,122000000.0,0.0,488,0,3,2
38286,30,790.0,50000000.0,EARNEDINCOME,정규직,전월세,30000000.0,대환대출,1.0,18000000.0,0.0,460,0,1,1
38289,40,710.0,44000000.0,EARNEDINCOME,정규직,기타가족소유,50000000.0,대환대출,1.0,18000000.0,0.0,547,0,1,1
38295,30,720.0,30000000.0,FREELANCER,기타,전월세,3000000.0,생활비,3.0,85000000.0,1.0,202,0,1,2
38298,40,980.0,10000000.0,OTHERINCOME,기타,자가,50000000.0,생활비,1.0,18000000.0,0.0,574,0,1,2
38299,20,630.0,26000000.0,EARNEDINCOME,기타,기타가족소유,5000000.0,생활비,1.0,18000000.0,1.0,461,0,1,3
38308,50,990.0,50000000.0,EARNEDINCOME2,정규직,자가,30000000.0,생활비,1.0,2000000.0,1.0,635,0,1,3
38330,30,660.0,49000000.0,EARNEDINCOME,정규직,전월세,39000000.0,주택구입,1.0,4000000.0,1.0,275,0,1,0
38331,40,690.0,80000000.0,EARNEDINCOME,정규직,자가,40000000.0,대환대출,4.0,146000000.0,1.0,640,0,8,0
38339,40,860.0,124000000.0,EARNEDINCOME,정규직,자가,50000000.0,생활비,9.0,665000000.0,1.0,1490,0,6,3
38342,50,970.0,50000000.0,EARNEDINCOME,정규직,자가,5000000.0,생활비,1.0,18000000.0,1.0,304,0,1,3
38353,30,660.0,0.0,OTHERINCOME,기타,전월세,5000000.0,생활비,3.0,20000000.0,0.0,340,0,3,2
38378,30,640.0,86000000.0,EARNEDINCOME,정규직,자가,50000000.0,대환대출,11.0,251000000.0,1.0,598,0,2,0
38380,30,960.0,50000000.0,EARNEDINCOME,일용직,자가,160000000.0,대환대출,2.0,170000000.0,1.0,695,0,1,0
38394,30,630.0,37000000.0,EARNEDINCOME,정규직,전월세,10000000.0,대환대출,8.0,45000000.0,0.0,1152,0,3,1
38397,30,600.0,25000000.0,EARNEDINCOME,정규직,전월세,3000000.0,생활비,6.0,68000000.0,1.0,223,0,2,3
38408,50,1000.0,70000000.0,EARNEDINCOME,정규직,자가,50000000.0,대환대출,3.0,122000000.0,1.0,1157,0,3,0
38412,40,740.0,100000000.0,PRIVATEBUSINESS,기타,자가,20000000.0,사업자금,6.0,52000000.0,0.0,753,0,2,2
38451,60,830.0,48000000.0,OTHERINCOME,기타,기타가족소유,30000000.0,생활비,1.0,4000000.0,1.0,1632,0,3,2
38463,30,710.0,53000000.0,EARNEDINCOME,정규직,전월세,30000000.0,생활비,3.0,43000000.0,1.0,2576,0,5,3
38466,30,580.0,72000000.0,PRACTITIONER,정규직,기타가족소유,10000000.0,투자,2.0,28000000.0,1.0,383,0,2,0
38467,30,600.0,25000000.0,EARNEDINCOME,정규직,전월세,5000000.0,생활비,3.0,43000000.0,0.0,374,0,1,1
38470,40,620.0,45000000.0,EARNEDINCOME,정규직,전월세,30000000.0,생활비,7.0,199000000.0,1.0,343,0,3,3
38473,30,790.0,30000000.0,PRACTITIONER,계약직,기타가족소유,19000000.0,대환대출,2.0,22000000.0,1.0,297,0,1,0
38483,50,910.0,28000000.0,EARNEDINCOME,정규직,자가,50000000.0,생활비,2.0,47000000.0,1.0,366,0,1,3
38488,40,730.0,90000000.0,EARNEDINCOME,정규직,전월세,60000000.0,대환대출,6.0,84000000.0,1.0,393,0,3,0
38508,40,740.0,55000000.0,EARNEDINCOME,정규직,전월세,15000000.0,대환대출,3.0,34000000.0,1.0,1394,0,1,0
38510,30,620.0,45000000.0,EARNEDINCOME,일용직,전월세,65000000.0,대환대출,3.0,58000000.0,0.0,1957,0,4,1
38521,40,720.0,45000000.0,PRACTITIONER,정규직,전월세,42000000.0,대환대출,3.0,237000000.0,1.0,470,0,4,0
38522,30,730.0,50000000.0,EARNEDINCOME,정규직,전월세,60000000.0,주택구입,9.0,272000000.0,1.0,296,0,2,0
38535,50,660.0,45000000.0,PRIVATEBUSINESS,정규직,자가,15000000.0,사업자금,2.0,93000000.0,1.0,1172,0,10,0
38544,40,930.0,22000000.0,EARNEDINCOME,정규직,전월세,50000000.0,전월세보증금,3.0,43000000.0,1.0,753,0,1,0
38545,30,950.0,60000000.0,PRACTITIONER,정규직,자가,100000000.0,생활비,1.0,18000000.0,0.0,400,0,2,1
38552,20,860.0,28000000.0,EARNEDINCOME,정규직,전월세,20000000.0,생활비,1.0,23000000.0,1.0,227,0,1,3
38554,40,800.0,30000000.0,OTHERINCOME,기타,자가,15000000.0,생활비,7.0,258000000.0,0.0,1546,0,2,2
38558,20,960.0,50000000.0,EARNEDINCOME,정규직,기타가족소유,250000000.0,전월세보증금,1.0,18000000.0,1.0,471,0,1,0
38576,30,650.0,27000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,생활비,4.0,65000000.0,0.0,1195,0,3,1
38577,20,880.0,28000000.0,EARNEDINCOME,정규직,기타가족소유,50000000.0,대환대출,2.0,16000000.0,0.0,879,0,1,1
38588,60,690.0,300000000.0,PRIVATEBUSINESS,기타,자가,50000000.0,사업자금,3.0,61000000.0,1.0,50,0,1,2
38596,40,630.0,60000000.0,EARNEDINCOME,계약직,전월세,30000000.0,대환대출,1.0,16000000.0,1.0,371,0,1,0
38600,30,660.0,40000000.0,OTHERINCOME,기타,전월세,3000000.0,생활비,1.0,7000000.0,1.0,67,0,1,2
38606,60,730.0,40000000.0,OTHERINCOME,기타,자가,10000000.0,생활비,3.0,97000000.0,1.0,650,0,5,2
38607,50,840.0,32000000.0,EARNEDINCOME,계약직,기타가족소유,20000000.0,생활비,5.0,29000000.0,0.0,1205,0,3,1
38608,40,590.0,34000000.0,EARNEDINCOME,정규직,전월세,40000000.0,대환대출,5.0,80000000.0,1.0,363,0,2,0
38610,20,610.0,10000000.0,OTHERINCOME,기타,기타가족소유,5000000.0,생활비,3.0,6000000.0,1.0,1042,0,1,2
38618,50,970.0,33000000.0,EARNEDINCOME,정규직,자가,0.0,생활비,3.0,84000000.0,1.0,132,0,1,3
38625,40,520.0,63000000.0,EARNEDINCOME,정규직,전월세,50000000.0,생활비,3.0,43000000.0,1.0,306,0,2,3
38630,20,560.0,33000000.0,EARNEDINCOME,계약직,기타가족소유,3000000.0,생활비,2.0,4000000.0,1.0,991,0,5,3
38631,20,860.0,28000000.0,EARNEDINCOME,정규직,전월세,17000000.0,대환대출,5.0,18000000.0,1.0,848,0,5,0
38644,40,920.0,45000000.0,EARNEDINCOME,정규직,전월세,50000000.0,주택구입,3.0,43000000.0,1.0,295,0,1,0
38651,40,710.0,15000000.0,PRACTITIONER,정규직,기타가족소유,20000000.0,생활비,1.0,5000000.0,0.0,622,0,1,1
38669,30,630.0,35000000.0,EARNEDINCOME,정규직,전월세,5000000.0,생활비,3.0,43000000.0,1.0,250,0,1,3
38691,30,610.0,70000000.0,FREELANCER,기타,자가,20000000.0,대환대출,3.0,26000000.0,0.0,439,0,1,2
38697,50,700.0,40000000.0,EARNEDINCOME2,정규직,자가,20000000.0,생활비,6.0,64000000.0,1.0,1416,0,1,3
38702,50,850.0,72000000.0,EARNEDINCOME,계약직,기타가족소유,50000000.0,기타,3.0,26000000.0,1.0,232,0,1,0
38707,50,770.0,260000000.0,PRACTITIONER,정규직,전월세,300000000.0,대환대출,2.0,302000000.0,1.0,905,0,1,0
38713,20,650.0,31000000.0,EARNEDINCOME,정규직,전월세,2000000.0,생활비,3.0,3000000.0,1.0,193,0,2,3
38717,30,770.0,18000000.0,EARNEDINCOME,정규직,전월세,50000000.0,전월세보증금,2.0,15000000.0,0.0,272,0,1,1
38730,50,650.0,13000000.0,EARNEDINCOME,기타,전월세,30000000.0,사업자금,3.0,27000000.0,0.0,23,0,1,2
38736,60,600.0,50000000.0,OTHERINCOME,기타,자가,20000000.0,대환대출,8.0,89000000.0,1.0,2208,0,28,2
38738,30,740.0,27000000.0,PRACTITIONER,계약직,전월세,30000000.0,대환대출,4.0,25000000.0,0.0,3959,0,6,1
38744,50,560.0,101000000.0,EARNEDINCOME,정규직,자가,5000000.0,생활비,3.0,84000000.0,1.0,740,0,1,3
38747,30,650.0,30000000.0,EARNEDINCOME,정규직,전월세,20000000.0,대환대출,5.0,25000000.0,1.0,1287,0,1,0
38748,40,670.0,50000000.0,PRIVATEBUSINESS,기타,기타가족소유,10000000.0,대환대출,1.0,10000000.0,1.0,797,0,1,2
38749,50,690.0,36000000.0,EARNEDINCOME,정규직,전월세,10000000.0,대환대출,4.0,29000000.0,1.0,438,0,1,0
38759,40,610.0,35000000.0,EARNEDINCOME,정규직,자가,90000000.0,대환대출,6.0,165000000.0,0.0,5664,0,23,1
38760,40,670.0,53000000.0,EARNEDINCOME,정규직,전월세,20000000.0,생활비,7.0,189000000.0,1.0,507,0,1,3
38765,20,660.0,26000000.0,EARNEDINCOME,정규직,전월세,30000000.0,대환대출,1.0,18000000.0,0.0,1040,0,1,1
38767,40,600.0,48000000.0,EARNEDINCOME,정규직,전월세,5000000.0,생활비,7.0,92000000.0,1.0,810,0,2,3
38773,40,790.0,0.0,FREELANCER,기타,전월세,5000000.0,생활비,1.0,3000000.0,1.0,1311,0,3,2
38788,30,550.0,29000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,10.0,89000000.0,1.0,500,0,1,3
38796,60,840.0,8000000.0,FREELANCER,기타,자가,1000000000.0,주택구입,5.0,327000000.0,1.0,2041,0,4,2
38818,30,950.0,20000000.0,EARNEDINCOME,정규직,전월세,100000000.0,전월세보증금,1.0,127000000.0,0.0,1381,0,1,1
38828,30,590.0,36000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,6.0,88000000.0,1.0,190,0,1,3
38830,40,730.0,23000000.0,EARNEDINCOME,정규직,자가,10000000.0,생활비,4.0,92000000.0,1.0,134,0,6,3
38839,40,560.0,47000000.0,EARNEDINCOME,정규직,자가,10000000.0,생활비,8.0,99000000.0,1.0,412,0,4,3
38856,20,610.0,32000000.0,EARNEDINCOME,정규직,전월세,12000000.0,대환대출,5.0,35000000.0,1.0,278,0,1,0
38857,30,630.0,60000000.0,PRIVATEBUSINESS,기타,자가,20000000.0,생활비,15.0,245000000.0,1.0,930,0,1,2
38861,30,920.0,30000000.0,EARNEDINCOME,정규직,전월세,20000000.0,생활비,1.0,20000000.0,0.0,437,0,1,1
38866,40,780.0,30000000.0,PRIVATEBUSINESS,기타,전월세,10000000.0,생활비,2.0,24000000.0,1.0,644,0,2,2
38873,40,540.0,24000000.0,OTHERINCOME,기타,기타가족소유,3000000.0,생활비,8.0,23000000.0,1.0,362,0,3,2
38876,20,680.0,28000000.0,EARNEDINCOME,정규직,전월세,30000000.0,생활비,1.0,24000000.0,0.0,0,0,1,1
38878,40,630.0,84000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,5.0,181000000.0,0.0,672,0,4,1
38889,30,820.0,44000000.0,EARNEDINCOME,정규직,전월세,38000000.0,대환대출,3.0,134000000.0,1.0,461,0,1,0
38891,40,590.0,23000000.0,FREELANCER,기타,기타가족소유,10000000.0,생활비,6.0,26000000.0,1.0,387,0,4,2
38893,20,550.0,43000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,3.0,50000000.0,0.0,44,0,1,1
38904,60,700.0,18000000.0,EARNEDINCOME,정규직,전월세,30000000.0,대환대출,8.0,37000000.0,1.0,1021,0,7,0
38908,40,590.0,33000000.0,EARNEDINCOME2,계약직,기타가족소유,8000000.0,생활비,3.0,18000000.0,0.0,417,0,1,1
38914,40,730.0,57000000.0,EARNEDINCOME,정규직,기타가족소유,40000000.0,대환대출,5.0,71000000.0,1.0,2096,0,4,0
38921,20,730.0,0.0,OTHERINCOME,기타,기타가족소유,3000000.0,생활비,3.0,18000000.0,0.0,40,0,3,2
38923,40,620.0,29000000.0,EARNEDINCOME,정규직,기타가족소유,5000000.0,생활비,8.0,79000000.0,0.0,336,0,1,1
38929,20,750.0,0.0,OTHERINCOME,기타,기타가족소유,100000000.0,사업자금,1.0,18000000.0,1.0,592,0,1,2
38930,30,740.0,70000000.0,EARNEDINCOME,정규직,전월세,50000000.0,전월세보증금,3.0,43000000.0,0.0,0,0,1,1
38932,40,850.0,30000000.0,FREELANCER,기타,자가,100000000.0,생활비,3.0,53000000.0,1.0,2,0,1,2
38934,40,570.0,6000000.0,PRIVATEBUSINESS,기타,자가,70000000.0,사업자금,2.0,47000000.0,0.0,276,0,7,2
38937,20,740.0,82000000.0,EARNEDINCOME,정규직,전월세,550000000.0,주택구입,3.0,43000000.0,1.0,0,0,1,0
38961,40,930.0,14000000.0,EARNEDINCOME,정규직,자가,50000000.0,사업자금,7.0,102000000.0,1.0,44,0,2,0
38963,40,650.0,24000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,생활비,4.0,25000000.0,1.0,2163,0,5,3
38969,40,630.0,0.0,OTHERINCOME,기타,전월세,300000000.0,생활비,3.0,20000000.0,1.0,234,0,1,2
38970,30,970.0,50000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,생활비,1.0,18000000.0,1.0,785,0,1,3
38972,50,670.0,25000000.0,OTHERINCOME,기타,전월세,5000000.0,생활비,1.0,18000000.0,1.0,349,0,4,2
38973,40,660.0,0.0,OTHERINCOME,기타,기타가족소유,20000000.0,생활비,3.0,18000000.0,1.0,140,0,2,2
38981,30,700.0,35000000.0,OTHERINCOME,기타,자가,30000000.0,사업자금,3.0,57000000.0,1.0,956,0,3,2
38985,30,770.0,50000000.0,PRIVATEBUSINESS,기타,전월세,15000000.0,생활비,3.0,43000000.0,1.0,647,0,4,2
38995,40,580.0,40000000.0,OTHERINCOME,기타,자가,50000000.0,대환대출,5.0,73000000.0,0.0,262,0,1,2
39012,20,750.0,30000000.0,OTHERINCOME,기타,전월세,3000000.0,생활비,3.0,20000000.0,1.0,806,0,2,2
39025,50,720.0,10000000.0,PRIVATEBUSINESS,정규직,전월세,100000000.0,사업자금,2.0,36000000.0,1.0,387,0,1,0
39030,40,540.0,36000000.0,EARNEDINCOME2,계약직,기타가족소유,3000000.0,생활비,7.0,29000000.0,0.0,323,0,1,1
39032,30,590.0,34000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,3.0,76000000.0,0.0,2177,0,2,1
39062,30,740.0,66000000.0,FREELANCER,기타,기타가족소유,15000000.0,대환대출,3.0,19000000.0,1.0,847,0,2,2
39066,30,720.0,30000000.0,EARNEDINCOME,정규직,전월세,5000000.0,생활비,3.0,17000000.0,1.0,736,0,5,3
39073,40,750.0,480000000.0,PRIVATEBUSINESS,정규직,자가,10000000.0,사업자금,3.0,72000000.0,1.0,532,0,2,0
39074,30,590.0,45000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,대환대출,3.0,36000000.0,1.0,233,0,2,0
39079,30,840.0,40000000.0,EARNEDINCOME,정규직,전월세,100000000.0,생활비,3.0,43000000.0,1.0,174,0,1,3
39105,30,870.0,35000000.0,EARNEDINCOME,정규직,전월세,20000000.0,대환대출,2.0,38000000.0,1.0,1078,0,7,0
