,birth_year,credit_score,yearly_income,income_type,employment_type,houseown_type,desired_amount,purpose,existing_loan_cnt,existing_loan_amt,gender,time,cluster,count,kmeans_minmax_label3
41017,20,590.0,74.00828044922852,0,0,0,5916.079783099616,1,1.2228445449938519,7071.067811865475,0.0,4.43248042346365,1,2,2
41022,40,700.0,0.0,3,1,2,3162.2776601683795,3,1.147202690439877,6633.2495807108,0.0,2.530439534435243,1,2,2
41023,20,730.0,0.0,3,1,0,1732.0508075688772,3,1.147202690439877,4242.640687119285,0.0,0.0,1,1,2
41024,20,720.0,78.51378224852613,1,3,0,4472.13595499958,7,1.147202690439877,3316.6247903554,0.0,5.0375743250992375,1,2,2
41025,60,740.0,77.45966692414834,5,1,0,2236.06797749979,0,1.0905077326652577,4582.57569495584,0.0,0.0,1,1,2
41026,40,880.0,83.23582900575634,0,3,2,6324.555320336759,1,1.147202690439877,9433.981132056604,1.0,2.514866859365871,1,2,1
41027,50,680.0,76.91605673134588,1,1,2,6324.555320336759,1,1.147202690439877,6928.203230275509,0.0,0.0,1,1,2
41028,30,600.0,0.0,3,1,0,3162.2776601683795,3,1.3495037187195416,6855.654600401044,1.0,3.7976578442318836,1,1,0
41029,20,750.0,0.0,3,1,0,1414.213562373095,3,1.0,4242.640687119285,1.0,4.749845086458816,1,2,0
41030,60,620.0,100.0,5,1,0,2449.489742783178,2,1.0905077326652577,4582.57569495584,1.0,0.0,1,1,0
41031,20,760.0,75.21206186172788,0,3,0,5477.2255750516615,1,1.2510334048590739,6855.654600401044,0.0,3.9400729303224864,1,1,2
41033,20,580.0,77.45966692414834,0,0,3,5916.079783099616,1,1.0,3605.5512754639894,1.0,5.365851292924165,1,4,0
41037,20,940.0,79.52707287670506,0,3,3,6324.555320336759,4,1.189207115002721,9539.392014169456,1.0,0.0,1,2,1
41038,60,660.0,47.28708045015879,3,1,3,5916.079783099616,1,1.147202690439877,4472.13595499958,1.0,0.0,1,1,0
41040,40,840.0,90.80865185231703,0,3,3,9486.832980505138,1,1.2228445449938519,19748.4176581315,1.0,5.701888846164727,1,1,1
41045,50,720.0,104.66351393921056,1,3,2,7071.067811865475,1,1.189207115002721,8000.0,1.0,4.57737117129002,1,2,1
41046,50,960.0,70.71067811865476,4,3,2,3162.2776601683795,3,1.147202690439877,9219.544457292888,0.0,0.0,1,1,2
41048,30,940.0,73.38368215846425,0,3,3,3464.1016151377544,1,1.147202690439877,16340.134638368192,1.0,4.030890324639449,1,1,1
41050,60,960.0,80.01952410151443,2,1,3,4472.13595499958,7,1.147202690439877,4795.83152331272,1.0,0.0,1,1,0
41051,50,710.0,91.79406175334198,0,3,3,7071.067811865475,1,1.189207115002721,10723.805294763608,0.0,6.356917075308872,1,2,2
41056,30,900.0,0.0,3,1,2,3162.2776601683795,3,1.0905077326652577,3000.0,0.0,3.4212132220485216,1,1,2
41061,30,910.0,85.32355998949247,0,3,3,8660.254037844386,1,1.0,11618.95003862225,1.0,2.783157683713741,1,1,1
41063,40,950.0,91.46912192286945,0,3,2,10000.0,3,1.147202690439877,9165.15138991168,1.0,0.0,1,1,1
41065,50,810.0,0.0,3,1,3,3162.2776601683795,5,1.0,4242.640687119285,1.0,3.5840246342157207,1,1,0
41066,40,960.0,84.50697266227711,0,3,2,0.0,3,1.147202690439877,9165.15138991168,1.0,0.0,1,1,1
41067,30,790.0,56.23413251903491,3,1,3,1414.213562373095,3,1.147202690439877,4472.13595499958,1.0,1.8211602868378718,1,3,0
41069,20,600.0,75.79289311365564,0,3,0,1732.0508075688772,3,1.147202690439877,6000.0,0.0,3.9236213270830116,1,3,2
41070,20,520.0,93.06048591020996,4,3,3,4472.13595499958,1,1.189207115002721,3162.2776601683795,1.0,5.449631621480024,1,1,0
41072,50,850.0,91.46912192286945,0,3,2,4472.13595499958,3,1.147202690439877,9165.15138991168,1.0,0.0,1,1,1
41074,30,980.0,87.64214595654654,0,3,2,5000.0,3,1.0,0.0,1.0,1.9343364202676694,1,1,1
41078,30,850.0,88.01117367933934,3,1,2,8366.600265340756,0,1.0,3000.0,1.0,2.1657367706679937,1,1,0
41079,20,920.0,0.0,3,1,2,1000.0,3,1.0905077326652577,1414.213562373095,1.0,3.482004545227094,1,1,0
41083,40,700.0,0.0,3,1,0,0.0,0,1.0,4242.640687119285,1.0,3.8858292384691198,1,3,0
41084,20,620.0,71.40741917751113,0,3,3,2236.06797749979,5,1.147202690439877,6557.438524302001,0.0,0.0,1,1,2
41090,30,680.0,0.0,3,1,3,1000.0,3,1.0905077326652577,3464.1016151377544,1.0,4.860249337434802,1,1,0
41091,30,980.0,91.14068171194505,0,3,2,3872.983346207417,3,1.147202690439877,9165.15138991168,1.0,0.0,1,1,1
41092,40,590.0,71.40741917751113,0,3,3,2236.06797749979,1,1.2968395546510096,8306.623862918075,0.0,0.0,1,1,2
41093,50,880.0,83.66600265340756,0,3,3,31622.776601683792,5,1.147202690439877,6557.438524302001,1.0,0.0,1,1,1
41094,40,770.0,72.08434242404263,0,3,0,6324.555320336759,3,1.0905077326652577,8831.760866327846,1.0,7.716210377278265,1,16,1
41095,50,610.0,76.91605673134588,2,1,3,4472.13595499958,1,1.147202690439877,4795.83152331272,0.0,0.0,1,1,2
41097,30,970.0,0.0,3,1,3,7071.067811865475,6,1.147202690439877,4472.13595499958,1.0,0.0,1,1,0
41098,50,580.0,100.0,0,3,3,1414.213562373095,0,1.2510334048590739,15329.709716755891,1.0,0.0,1,1,1
41103,40,920.0,79.52707287670506,0,3,2,3162.2776601683795,3,1.147202690439877,9165.15138991168,1.0,0.0,1,1,1
41105,50,560.0,66.87403049764221,3,1,0,4472.13595499958,1,1.189207115002721,5000.0,0.0,2.4322992790977875,1,1,2
41106,40,960.0,110.66819197003215,0,3,2,10954.451150103323,1,1.147202690439877,12845.232578665129,1.0,0.0,1,1,1
41108,40,660.0,58.856619127654234,0,0,3,2236.06797749979,3,1.0905077326652577,3872.983346207417,1.0,4.673363849289028,1,1,0
41109,30,570.0,79.52707287670506,0,3,2,10000.0,1,1.2228445449938519,10908.712114635715,1.0,0.0,1,1,1
41111,30,950.0,74.00828044922852,5,1,3,7071.067811865475,2,1.0905077326652577,5477.2255750516615,0.0,0.0,1,1,2
41114,70,980.0,70.71067811865476,0,0,2,1000.0,0,1.0,4242.640687119285,1.0,4.855888409457449,1,2,0
41115,20,690.0,58.856619127654234,3,1,3,4472.13595499958,3,1.147202690439877,4472.13595499958,1.0,1.3160740129524924,1,2,0
41116,50,720.0,91.46912192286945,0,3,3,7071.067811865475,7,1.0,5656.85424949238,1.0,3.245867180408456,1,5,1
41117,20,750.0,74.00828044922852,3,1,0,1414.213562373095,3,1.147202690439877,4242.640687119285,1.0,0.0,1,1,0
41118,40,880.0,0.0,3,1,3,1000.0,3,1.0,4242.640687119285,1.0,2.39678172692843,1,1,0
41119,20,680.0,70.71067811865476,2,1,3,1732.0508075688772,3,1.0,1414.213562373095,1.0,2.1406951429280725,1,1,0
41120,30,600.0,0.0,3,1,3,3162.2776601683795,1,1.2753731068584542,6480.74069840786,1.0,2.114742526881128,1,1,0
41121,40,680.0,77.45966692414834,0,3,2,3162.2776601683795,3,1.147202690439877,9165.15138991168,1.0,0.0,1,1,1
41124,30,540.0,79.52707287670506,0,3,3,1000.0,3,1.189207115002721,4242.640687119285,1.0,4.836117360760903,1,1,1
41125,30,860.0,86.1173529963367,0,3,2,6164.414002968976,6,1.0905077326652577,18055.47008526779,1.0,6.389750490057277,1,9,1
41126,40,640.0,69.25194237934933,0,3,2,8366.600265340756,1,1.2753731068584542,7874.007874011811,0.0,5.507404268455894,1,1,2
41127,40,970.0,83.23582900575634,4,3,3,10000.0,5,1.0,0.0,0.0,3.6526242708669523,1,1,2
41128,50,990.0,31.622776601683793,0,0,0,1000.0,3,1.147202690439877,5099.019513592785,1.0,3.281818034911291,1,1,0
41131,60,940.0,72.74271525128259,3,1,2,8944.27190999916,5,1.147202690439877,6633.2495807108,0.0,0.0,1,1,2
41133,20,880.0,77.45966692414834,0,0,3,3162.2776601683795,1,1.0905077326652577,8485.28137423857,0.0,2.3596110617705666,1,1,2
41134,30,580.0,89.79007600118484,0,3,2,5477.2255750516615,1,1.189207115002721,23622.023622035435,1.0,2.320595787106084,1,1,1
41137,40,670.0,61.16908849062524,0,3,3,4472.13595499958,3,1.147202690439877,6557.438524302001,0.0,0.0,1,1,2
41138,50,550.0,76.91605673134588,5,1,0,1732.0508075688772,3,1.2753731068584542,4898.979485566356,0.0,6.857205829055665,1,18,2
41141,40,660.0,69.99271023161167,0,3,2,4472.13595499958,1,1.2510334048590739,10723.805294763608,1.0,0.0,1,1,1
41144,30,910.0,95.73479717381596,5,1,0,10000.0,2,1.0905077326652577,4582.57569495584,1.0,0.0,1,1,0
41145,50,700.0,87.26839694794393,0,3,2,6557.438524302001,1,1.0905077326652577,11401.75425099138,1.0,3.19343686757474,1,1,1
41148,50,880.0,74.00828044922852,2,1,2,12247.44871391589,1,1.0,12124.355652982142,0.0,4.126667707233817,1,2,2
41152,30,700.0,79.52707287670506,5,3,3,4472.13595499958,3,1.0905077326652577,5385.164807134504,0.0,0.0,1,1,2
41167,40,540.0,74.00828044922852,0,3,3,4472.13595499958,1,1.147202690439877,6557.438524302001,1.0,0.0,1,1,1
41168,30,680.0,77.45966692414834,0,3,0,5477.2255750516615,7,1.147202690439877,6000.0,1.0,0.0,1,1,1
41169,50,760.0,70.71067811865476,0,3,2,5477.2255750516615,1,1.0,5477.2255750516615,1.0,4.239363248839551,1,1,1
41172,30,920.0,79.52707287670506,5,1,2,8366.600265340756,7,1.147202690439877,7810.249675906654,0.0,6.080539704226287,1,6,2
41173,40,640.0,56.23413251903491,2,1,3,7071.067811865475,1,1.2228445449938519,10723.805294763608,1.0,1.0,1,1,0
41177,30,780.0,79.52707287670506,5,3,3,3162.2776601683795,3,1.0905077326652577,5385.164807134504,1.0,0.0,1,2,0
41178,30,930.0,86.1173529963367,0,3,2,14142.13562373095,6,1.0,9000.0,1.0,2.6457513110645907,1,1,1
41185,30,650.0,79.52707287670506,0,3,0,5477.2255750516615,3,1.0905077326652577,13964.240043768941,1.0,2.9622566376652992,1,3,1
41186,30,1000.0,100.0,0,3,2,12247.44871391589,1,1.147202690439877,9165.15138991168,1.0,0.0,1,1,1
41187,20,640.0,74.00828044922852,0,3,0,1732.0508075688772,3,1.147202690439877,6000.0,1.0,0.0,1,1,1
41189,50,580.0,78.51378224852613,0,3,2,3162.2776601683795,3,1.2753731068584542,12767.145334803705,0.0,4.271801445630948,1,3,2
41193,40,940.0,88.01117367933934,0,3,3,9486.832980505138,1,1.2753731068584542,10583.005244258362,1.0,4.294076025710976,1,1,1
41200,20,540.0,74.00828044922852,0,3,3,10000.0,1,1.2228445449938519,10723.805294763608,1.0,1.9679896712654306,1,1,1
41201,40,650.0,70.71067811865476,1,3,2,4582.57569495584,1,1.147202690439877,7280.1098892805185,1.0,4.936812252244143,1,2,1
41203,20,1000.0,84.91821094987799,0,3,3,5477.2255750516615,3,1.147202690439877,6928.203230275509,1.0,3.5453920925585276,1,4,1
41207,20,670.0,60.046242808888465,2,1,0,1000.0,3,1.0,4242.640687119285,1.0,1.4142135623730951,1,2,0
41208,30,940.0,0.0,3,1,3,7071.067811865475,0,1.0905077326652577,10392.304845413264,0.0,0.0,1,1,2
41214,20,620.0,71.40741917751113,0,0,3,2449.489742783178,5,1.147202690439877,5291.502622129181,0.0,6.28666411467473,1,5,2
41215,30,810.0,86.88978326173194,0,3,3,6324.555320336759,3,1.2968395546510096,13114.877048604001,1.0,4.458094538516629,1,3,1
41217,50,930.0,72.08434242404263,0,3,2,3162.2776601683795,7,1.0,3162.2776601683795,0.0,2.9525917237371897,1,4,2
41218,30,610.0,80.50304775850329,0,3,3,4898.979485566356,1,1.189207115002721,5099.019513592785,1.0,2.6591479484724942,1,1,1
41222,50,950.0,83.23582900575634,0,3,0,4472.13595499958,3,1.0,5567.764362830022,1.0,0.0,1,1,1
41223,30,640.0,84.08964152537145,2,1,3,1732.0508075688772,3,1.147202690439877,4795.83152331272,1.0,0.0,1,1,0
41225,30,580.0,84.08964152537145,5,1,0,3162.2776601683795,1,1.189207115002721,6557.438524302001,1.0,1.6817928305074292,1,1,0
41227,50,710.0,97.40037464252967,0,3,0,8366.600265340756,2,1.0905077326652577,16643.316977093236,1.0,6.806242670343299,1,17,1
41229,30,870.0,77.99206709850829,0,1,3,4123.105625617661,1,1.0905077326652577,4123.105625617661,1.0,4.728708045015879,1,3,0
41231,50,670.0,84.08964152537145,3,1,0,4472.13595499958,2,1.0,4242.640687119285,1.0,3.3569968229929326,1,1,0
41232,30,660.0,70.71067811865476,3,1,0,3162.2776601683795,3,1.0905077326652577,3316.6247903554,0.0,3.7976578442318836,1,1,2
41233,60,940.0,0.0,3,1,0,3162.2776601683795,3,1.147202690439877,4242.640687119285,0.0,3.23114631499574,1,1,2
41234,40,600.0,75.79289311365564,0,3,0,1414.213562373095,3,1.147202690439877,6000.0,0.0,0.0,1,1,2
41236,30,670.0,0.0,3,1,0,2236.06797749979,3,1.0,4242.640687119285,1.0,2.5900200641113513,1,1,0
41238,20,840.0,74.00828044922852,0,3,3,14142.13562373095,5,1.147202690439877,6557.438524302001,0.0,0.0,1,1,2
41239,30,890.0,88.73560657375263,0,3,2,8944.27190999916,1,1.2753731068584542,10295.630140987001,1.0,0.0,1,1,1
41240,50,770.0,131.60740129524925,5,1,0,7071.067811865475,2,1.0905077326652577,4582.57569495584,1.0,2.3596110617705666,1,2,0
41241,30,910.0,56.23413251903491,0,0,0,7071.067811865475,3,1.147202690439877,5099.019513592785,0.0,0.0,1,1,2
41242,30,610.0,86.1173529963367,1,3,0,1732.0508075688772,3,1.147202690439877,4795.83152331272,1.0,0.0,1,1,1
41243,40,700.0,0.0,3,1,0,1000.0,3,1.147202690439877,4242.640687119285,1.0,0.0,1,1,0
41244,20,740.0,76.91605673134588,0,3,3,3162.2776601683795,3,1.147202690439877,6557.438524302001,1.0,0.0,1,1,1
41247,60,1000.0,81.903625881272,5,1,2,4472.13595499958,3,1.147202690439877,7810.249675906654,1.0,0.0,1,1,0
41248,30,690.0,84.08964152537145,3,1,3,2828.42712474619,1,1.189207115002721,16911.534525287763,0.0,2.378414230005442,1,1,2
41250,70,860.0,115.82921852882691,5,1,3,10000.0,2,1.0,4242.640687119285,1.0,0.0,1,1,0
41253,30,540.0,76.36066981663598,1,3,0,2236.06797749979,3,1.147202690439877,4795.83152331272,1.0,0.0,1,1,1
41255,40,670.0,88.01117367933934,0,3,3,3162.2776601683795,3,1.0905077326652577,3741.657386773941,1.0,2.0597671439071177,1,1,1
41256,30,800.0,88.01117367933934,0,3,2,3162.2776601683795,3,1.189207115002721,10000.0,1.0,4.37391431897208,1,2,1
41258,30,890.0,77.45966692414834,1,3,0,20000.0,5,1.147202690439877,4795.83152331272,1.0,0.0,1,1,1
41260,20,740.0,74.00828044922852,0,0,0,5477.2255750516615,7,1.147202690439877,5099.019513592785,1.0,2.114742526881128,1,1,0
41265,30,750.0,0.0,3,1,3,3162.2776601683795,3,1.147202690439877,4472.13595499958,1.0,0.0,1,1,0
41266,40,790.0,74.00828044922852,0,3,3,3162.2776601683795,1,1.2510334048590739,6855.654600401044,0.0,6.300703649796459,1,9,2
41268,40,590.0,81.44476398584995,0,3,2,2236.06797749979,3,1.147202690439877,9165.15138991168,0.0,0.0,1,1,2
41273,50,720.0,79.52707287670506,2,1,3,4472.13595499958,1,1.147202690439877,4795.83152331272,0.0,0.0,1,1,2
41274,40,660.0,66.87403049764221,3,1,2,5000.0,1,1.147202690439877,6633.2495807108,0.0,0.0,1,1,2
41275,40,990.0,102.41136890844452,0,3,0,14142.13562373095,5,1.147202690439877,6000.0,1.0,4.140824579655875,1,2,1
41276,50,800.0,56.23413251903491,5,1,3,2236.06797749979,3,1.0,4242.640687119285,1.0,3.83808804779883,1,2,0
41278,40,670.0,79.52707287670506,0,0,0,6324.555320336759,1,1.147202690439877,5099.019513592785,1.0,0.0,1,1,0
41281,50,950.0,74.00828044922852,3,1,2,14142.13562373095,2,1.0,14491.376746189439,0.0,0.0,1,1,2
41283,30,840.0,74.00828044922852,3,1,0,3162.2776601683795,3,1.147202690439877,4242.640687119285,1.0,0.0,1,1,0
41285,40,490.0,74.00828044922852,4,3,0,4472.13595499958,1,1.0905077326652577,4000.0,1.0,1.8988289221159418,1,1,0
41286,40,610.0,79.52707287670506,4,3,0,2000.0,3,1.189207115002721,5916.079783099616,1.0,2.0305431848689306,1,1,0
41288,40,980.0,74.00828044922852,4,3,2,4472.13595499958,1,1.0905077326652577,7483.314773547882,1.0,0.0,1,1,0
41289,20,620.0,72.08434242404263,0,0,3,4472.13595499958,3,1.2510334048590739,6324.555320336759,1.0,4.37391431897208,1,3,0
41291,30,500.0,70.71067811865476,0,3,0,5477.2255750516615,3,1.147202690439877,6000.0,1.0,5.5059070808040556,1,2,1
41293,20,940.0,84.08964152537145,0,3,0,12247.44871391589,0,1.147202690439877,6000.0,1.0,0.0,1,1,1
41294,40,550.0,74.00828044922852,0,3,2,4472.13595499958,2,1.147202690439877,9165.15138991168,0.0,0.0,1,1,2
41295,30,830.0,88.01117367933934,4,3,3,8366.600265340756,2,1.147202690439877,24166.091947189143,0.0,1.4142135623730951,1,1,2
41296,40,960.0,89.79007600118484,0,3,0,7071.067811865475,6,1.0,6082.76253029822,0.0,0.0,1,1,2
41297,20,910.0,76.91605673134588,0,3,3,44721.359549995796,6,1.0,4242.640687119285,1.0,4.66353547975477,1,1,1
41305,30,660.0,69.99271023161167,2,1,3,4472.13595499958,1,1.147202690439877,4358.898943540674,0.0,4.641191574212168,1,1,2
41309,50,890.0,93.06048591020996,0,3,2,2236.06797749979,3,1.2753731068584542,17291.616465790583,1.0,5.1214992040620295,1,2,1
41311,40,630.0,94.57416090031758,5,3,3,6324.555320336759,1,1.189207115002721,6403.1242374328485,0.0,1.7782794100389228,1,1,2
41315,40,780.0,79.52707287670506,5,1,3,3162.2776601683795,2,1.147202690439877,2000.0,0.0,2.6723451177837885,1,4,2
41321,30,830.0,84.08964152537145,5,1,2,31622.776601683792,2,1.0,11575.836902790226,1.0,0.0,1,1,0
41322,30,750.0,69.99271023161167,3,1,0,1000.0,3,1.0,4242.640687119285,1.0,1.7782794100389228,1,1,0
41326,60,580.0,74.00828044922852,0,3,0,4472.13595499958,1,1.147202690439877,6000.0,1.0,4.37391431897208,1,1,1
41329,40,670.0,69.99271023161167,0,0,2,4472.13595499958,1,1.2510334048590739,23790.75450674064,0.0,2.6591479484724942,1,1,2
41332,40,960.0,80.50304775850329,0,3,2,13416.407864998739,6,1.0,4242.640687119285,0.0,0.0,1,1,2
41334,40,820.0,84.08964152537145,5,1,3,5477.2255750516615,3,1.0905077326652577,4898.979485566356,1.0,0.0,1,1,0
41339,40,580.0,76.91605673134588,0,3,3,10000.0,1,1.189207115002721,3605.5512754639894,0.0,5.171023488076792,1,3,2
41340,40,940.0,94.57416090031758,0,3,2,4472.13595499958,1,1.2228445449938519,19773.71993328519,1.0,0.0,1,1,1
41344,30,610.0,84.08964152537145,0,3,0,6324.555320336759,1,1.147202690439877,6000.0,1.0,4.505306108377591,1,3,1
41347,50,940.0,74.00828044922852,0,3,2,7071.067811865475,3,1.0,3741.657386773941,1.0,3.931872942217272,1,3,1
41352,20,760.0,65.13555624326305,3,1,0,1414.213562373095,5,1.0,1732.0508075688772,0.0,0.0,1,1,2
41360,40,960.0,91.46912192286945,0,3,2,8660.254037844386,1,1.0,8660.254037844386,1.0,0.0,1,1,1
41363,40,820.0,84.08964152537145,5,3,0,3162.2776601683795,2,1.0905077326652577,5000.0,1.0,0.0,1,1,0
41367,40,570.0,79.52707287670506,0,3,3,3162.2776601683795,3,1.147202690439877,5744.562646538028,1.0,3.7699695494197156,1,2,1
41375,30,660.0,69.99271023161167,0,3,3,22360.679774997898,2,1.147202690439877,6557.438524302001,0.0,0.0,1,1,2
41377,30,980.0,94.57416090031758,0,3,3,18708.286933869706,5,1.147202690439877,6557.438524302001,0.0,4.030890324639449,1,1,2
41380,50,560.0,84.08964152537145,0,3,0,6708.203932499369,3,1.147202690439877,5477.2255750516615,1.0,2.320595787106084,1,3,1
41381,20,650.0,110.85217962423881,5,3,0,1732.0508075688772,3,1.0,1000.0,1.0,0.0,1,1,0
41383,30,980.0,91.46912192286945,1,3,3,3162.2776601683795,1,1.189207115002721,11401.75425099138,0.0,4.21953715646217,1,1,2
41384,40,670.0,100.0,5,1,2,5477.2255750516615,3,1.0905077326652577,13784.048752090222,0.0,5.156497997732246,1,3,2
41385,50,620.0,74.00828044922852,1,0,3,1000.0,3,1.0,2449.489742783178,1.0,5.9245132753305985,1,4,0
41387,20,800.0,41.61791450287817,3,1,0,4472.13595499958,3,1.0,4242.640687119285,1.0,4.300376961256644,1,3,0
41388,20,660.0,79.52707287670506,3,1,3,3162.2776601683795,1,1.3642616018213658,4358.898943540674,1.0,0.0,1,1,0
41390,30,680.0,89.44271909999159,0,3,0,3162.2776601683795,3,1.2228445449938519,8062.25774829855,1.0,0.0,1,1,1
41397,20,860.0,74.00828044922852,0,3,0,5477.2255750516615,3,1.147202690439877,6000.0,1.0,0.0,1,1,1
41398,50,540.0,72.08434242404263,0,3,3,3162.2776601683795,3,1.2228445449938519,7071.067811865475,1.0,2.7355647997347607,1,3,1
41399,30,650.0,70.71067811865476,0,0,0,1732.0508075688772,3,1.147202690439877,5099.019513592785,1.0,0.0,1,1,0
41406,50,970.0,111.2174306341096,0,3,2,4472.13595499958,1,1.2228445449938519,14594.519519326424,1.0,0.0,1,1,1
41407,30,570.0,73.38368215846425,0,3,3,5916.079783099616,1,1.2510334048590739,5385.164807134504,0.0,2.9525917237371897,1,1,2
41411,30,850.0,83.23582900575634,0,3,3,13038.404810405298,6,1.147202690439877,5000.0,1.0,2.8173132472612576,1,1,1
41412,30,700.0,77.45966692414834,3,1,2,3162.2776601683795,1,1.2510334048590739,4795.83152331272,0.0,3.482004545227094,1,1,2
41415,30,650.0,69.99271023161167,0,3,3,7416.198487095663,1,1.147202690439877,7211.102550927979,0.0,1.189207115002721,1,1,2
41417,40,560.0,84.08964152537145,0,3,2,2828.42712474619,0,1.147202690439877,9165.15138991168,1.0,6.050290111676154,1,5,1
41426,30,640.0,76.36066981663598,0,3,2,6324.555320336759,1,1.2510334048590739,14491.376746189439,0.0,2.3003266337912063,1,1,2
41433,30,560.0,74.00828044922852,5,1,0,4472.13595499958,1,1.0905077326652577,4000.0,1.0,1.0,1,1,0
41434,20,730.0,66.87403049764221,2,1,0,4472.13595499958,3,1.147202690439877,1732.0508075688772,0.0,1.0,1,1,2
41440,40,950.0,82.35490260528069,0,3,2,9380.83151964686,1,1.147202690439877,15684.387141358122,1.0,3.8425021874077574,1,1,1
41441,20,930.0,69.99271023161167,2,1,3,6324.555320336759,2,1.147202690439877,4795.83152331272,1.0,3.78849575615538,1,2,0
41442,40,950.0,95.15978740065269,0,3,3,12649.110640673518,1,1.2228445449938519,12609.52021291849,1.0,3.5565588200778455,1,1,1
41443,40,680.0,69.99271023161167,0,3,3,5000.0,1,1.147202690439877,4582.57569495584,0.0,3.062814313608786,1,1,2
41446,40,960.0,51.436867236104014,0,3,3,5291.502622129181,5,1.0,4242.640687119285,0.0,2.9813075013013317,1,2,2
41450,50,660.0,79.52707287670506,0,0,2,7745.966692414834,1,1.147202690439877,7483.314773547882,1.0,1.0,1,1,0
41458,40,680.0,70.71067811865476,0,3,2,7071.067811865475,1,1.147202690439877,9165.15138991168,1.0,0.0,1,1,1
41461,30,540.0,79.52707287670506,1,1,3,1732.0508075688772,3,1.147202690439877,6244.9979983983985,1.0,4.3498147004699526,1,4,0
41462,50,550.0,69.99271023161167,0,3,3,4472.13595499958,1,1.189207115002721,6480.74069840786,1.0,4.158318947097563,1,2,1
41463,50,640.0,74.00828044922852,2,1,3,1000.0,3,1.189207115002721,2828.42712474619,1.0,4.151347725692716,1,2,0
41471,50,630.0,84.08964152537145,0,3,2,3162.2776601683795,3,1.147202690439877,9165.15138991168,1.0,0.0,1,2,1
41472,30,740.0,72.08434242404263,0,0,0,5000.0,1,1.189207115002721,4472.13595499958,1.0,1.189207115002721,1,1,0
41477,50,760.0,31.622776601683793,0,0,3,2236.06797749979,3,1.147202690439877,5291.502622129181,0.0,0.0,1,1,2
41479,40,740.0,91.79406175334198,0,3,0,5477.2255750516615,1,1.147202690439877,6000.0,1.0,0.0,1,1,1
41486,30,850.0,65.13555624326305,3,1,0,6324.555320336759,3,1.0,1732.0508075688772,0.0,0.0,1,1,2
41487,20,800.0,74.00828044922852,2,1,3,3162.2776601683795,3,1.0,4242.640687119285,1.0,0.0,1,1,0
41488,30,610.0,66.87403049764221,0,3,0,5477.2255750516615,1,1.147202690439877,5196.152422706632,1.0,0.0,1,1,1
41496,40,640.0,74.00828044922852,3,1,0,2645.7513110645905,1,1.147202690439877,2236.06797749979,0.0,0.0,1,1,2
41506,50,820.0,80.50304775850329,0,3,2,7071.067811865475,1,1.0905077326652577,8246.211251235321,0.0,0.0,1,1,2
41510,40,670.0,69.99271023161167,0,3,0,3162.2776601683795,1,1.2510334048590739,8602.325267042626,1.0,5.039528767494098,1,1,1
41513,30,900.0,74.00828044922852,4,3,3,5477.2255750516615,1,1.189207115002721,5656.85424949238,1.0,1.0,1,1,0
41515,60,590.0,81.44476398584995,0,3,0,5477.2255750516615,3,1.0905077326652577,6324.555320336759,1.0,3.6780088714505137,1,3,1
41517,40,820.0,73.38368215846425,0,3,3,2236.06797749979,3,1.0905077326652577,6164.414002968976,1.0,0.0,1,1,1
41524,30,820.0,81.44476398584995,0,3,3,3464.1016151377544,3,1.147202690439877,6557.438524302001,0.0,4.947168533721166,1,2,2
41525,20,680.0,83.23582900575634,1,0,3,2236.06797749979,3,1.147202690439877,5196.152422706632,1.0,0.0,1,1,0
41531,40,850.0,74.00828044922852,0,3,0,5477.2255750516615,1,1.147202690439877,5196.152422706632,0.0,0.0,1,1,2
41533,40,720.0,84.08964152537145,3,1,3,3162.2776601683795,3,1.0,11000.0,1.0,5.787596085499441,1,2,0
41538,40,580.0,79.52707287670506,0,3,2,3162.2776601683795,3,1.2968395546510096,13038.404810405298,1.0,4.561650145143182,1,4,1
41540,20,640.0,68.48661007688605,3,1,3,3464.1016151377544,1,1.189207115002721,3000.0,1.0,1.189207115002721,1,2,0
41547,20,650.0,58.856619127654234,3,1,0,1000.0,3,1.0,2236.06797749979,1.0,0.0,1,1,0
41548,20,620.0,74.00828044922852,0,3,3,5477.2255750516615,1,1.189207115002721,11661.903789690601,1.0,6.067151278698424,1,3,1
41550,30,940.0,69.99271023161167,2,1,3,7071.067811865475,3,1.147202690439877,4795.83152331272,0.0,0.0,1,1,2
41551,40,880.0,91.46912192286945,0,3,3,7745.966692414834,1,1.0905077326652577,7615.773105863908,1.0,3.9111454256749845,1,1,1
41555,50,670.0,69.99271023161167,0,1,0,5477.2255750516615,1,1.147202690439877,2645.7513110645905,0.0,0.0,1,1,2
41556,40,600.0,41.61791450287817,0,3,3,4242.640687119285,3,1.2753731068584542,3316.6247903554,1.0,2.3596110617705666,1,1,1
41567,40,850.0,91.46912192286945,5,3,3,17320.508075688773,5,1.0,18601.075237738274,0.0,3.8112778757700085,1,2,2
41570,40,570.0,69.25194237934933,1,0,3,2236.06797749979,3,1.0,2236.06797749979,1.0,4.7310706278388395,1,1,0
41574,40,650.0,74.00828044922852,3,1,0,1732.0508075688772,3,1.0,5830.951894845301,1.0,0.0,1,1,0
41576,40,930.0,91.46912192286945,0,3,2,3162.2776601683795,3,1.0905077326652577,9110.433579144299,1.0,4.7381372205375865,1,1,1
